BJD - 2454833, Corrected Flux
2188.154723206, 1.000929056,
2188.175154876, 1.000956133,
2188.195586347, 1.000930099,
2188.216018017, 1.000985822,
2188.236449586, 1.000993718,
2188.277312725, 1.001042029,
2188.297744295, 1.000960772,
2188.318175864, 1.001061106,
2188.338607433, 1.000830239,
2188.359039002, 1.000999756,
2188.379470570, 1.000861393,
2188.399902139, 1.000836200,
2188.420333707, 1.000980673,
2188.440765275, 1.001133845,
2188.461196943, 1.001035330,
2188.481628411, 1.001003820,
2188.502060079, 1.001013672,
2188.522491646, 1.000975149,
2188.542923113, 1.001006042,
2188.563354781, 1.000955663,
2188.583786347, 1.001022262,
2188.604217814, 1.001053786,
2188.624649481, 1.001002007,
2188.645081047, 1.001049569,
2188.665512514, 1.001046653,
2188.685944180, 1.001013669,
2188.706375746, 1.001038735,
2188.726807212, 1.000979584,
2188.747238877, 1.001019106,
2188.767670443, 1.000985797,
2188.788102108, 1.001006627,
2188.808533573, 1.001038901,
2188.828965138, 1.000969821,
2188.849396703, 1.001114896,
2188.869828268, 1.001095546,
2188.890259832, 1.001061971,
2188.910691397, 1.001078384,
2188.931122961, 1.001202590,
2188.951554525, 1.001104457,
2188.971986189, 1.001036078,
2188.992417652, 1.001279788,
2189.012849216, 1.001224603,
2189.033280879, 1.001292383,
2189.053712343, 1.001149740,
2189.094575569, 1.001168081,
2189.115007031, 1.001264275,
2189.135438694, 1.001243253,
2189.196733381, 1.001206449,
2189.217164943, 1.001307844,
2189.237596405, 1.001360881,
2189.258028066, 1.001296908,
2189.278459628, 1.001349476,
2189.298891189, 1.001354602,
2189.319322750, 1.001307703,
2189.339754311, 0.996896866,
2189.360185872, 0.992305894,
2189.380617433, 0.993189350,
2189.401048993, 0.999263753,
2189.421480654, 1.001343677,
2189.441912214, 1.001417821,
2189.462343674, 1.001431958,
2189.482775334, 1.001377670,
2189.503206894, 1.001335638,
2189.523638353, 1.001305133,
2189.544070013, 1.001396115,
2189.564501572, 1.001400966,
2189.584933031, 1.001473052,
2189.605364690, 1.001417844,
2189.625796149, 1.001462389,
2189.666659366, 1.001362353,
2189.687090825, 1.001480360,
2189.707522483, 1.001491150,
2189.727954041, 1.001439471,
2189.748385499, 1.001425309,
2189.768817157, 1.001464910,
2189.789248715, 1.001577844,
2189.809680272, 1.001391445,
2189.830111830, 1.001425668,
2189.850543387, 1.001433367,
2189.870974944, 1.001487408,
2189.891406501, 1.001429677,
2189.911838057, 1.001370412,
2189.932269614, 1.001379458,
2189.952701270, 1.001504822,
2189.973132727, 1.001483428,
2189.993564383, 1.001472902,
2190.013995939, 1.001667750,
2190.034427395, 1.001485957,
2190.054859051, 1.001453482,
2190.075290606, 1.001572290,
2190.095722062, 1.001634013,
2190.116153717, 1.001414282,
2190.136585272, 1.001501844,
2190.157016727, 1.001487134,
2190.177448382, 1.001560162,
2190.197879937, 1.001535025,
2190.218311391, 1.001472034,
2190.238743046, 1.001396975,
2190.259174500, 1.001551682,
2190.279606154, 1.001420973,
2190.300037708, 1.001476145,
2190.320469162, 1.001441879,
2190.340900815, 1.001519262,
2190.361332369, 1.001378407,
2190.381763922, 1.001563681,
2190.402195476, 1.001404975,
2190.422627029, 1.001353555,
2190.443058582, 1.001404815,
2190.463490135, 1.001387106,
2190.483921687, 1.001461759,
2190.504353240, 1.001508287,
2190.524784892, 1.001395902,
2190.565647997, 1.001311764,
2190.586079549, 1.001456150,
2190.606511001, 1.001347471,
2190.647374204, 1.001368090,
2190.667805655, 1.001396646,
2190.688237307, 1.001467615,
2190.708668858, 1.001413015,
2190.729100309, 1.001517224,
2190.749531960, 1.001410178,
2190.769963511, 1.001371150,
2190.790395061, 1.001488703,
2190.810826612, 1.001423487,
2190.831258162, 1.001343028,
2190.851689812, 1.001290154,
2190.872121262, 1.001226209,
2190.892552812, 1.001411976,
2190.912984462, 1.001326891,
2190.953847461, 1.001286665,
2190.974279111, 1.001287702,
2190.994710560, 1.001189142,
2191.015142109, 1.001325197,
2191.035573758, 1.001193563,
2191.056005207, 1.001229407,
2191.076436756, 1.001276032,
2191.096868404, 1.001268774,
2191.137731501, 1.001210543,
2191.158163049, 1.001254303,
2191.178594497, 1.001281774,
2191.199026145, 1.001361766,
2191.219457693, 1.001251462,
2191.239889141, 1.001338668,
2191.260320788, 1.001243732,
2191.280752336, 1.001280502,
2191.301183783, 1.001387230,
2191.321615430, 1.001331529,
2191.342046977, 1.001344072,
2191.362478524, 1.001321996,
2191.382910071, 1.001299181,
2191.403341617, 1.001298668,
2191.423773264, 1.001328206,
2191.444204810, 1.001325549,
2191.464636256, 1.001266900,
2191.485067902, 1.001252642,
2191.505499448, 1.001339316,
2191.525930894, 1.001331705,
2191.546362540, 1.001143741,
2191.566794086, 1.001148539,
2191.587225531, 1.001268564,
2191.628088622, 1.001214527,
2191.648520167, 1.001227971,
2191.668951812, 1.001253334,
2191.689383357, 1.001232573,
2191.709814901, 1.001313576,
2191.730246446, 1.001079919,
2191.750677890, 1.001104725,
2191.771109535, 1.001098508,
2191.791541079, 1.001105179,
2191.811972523, 1.000088169,
2191.832404167, 0.994022546,
2191.852835711, 0.991973396,
2191.873267255, 0.994927279,
2191.893698798, 1.000630294,
2191.914130342, 1.001126889,
2191.934561985, 1.001119978,
2191.954993428, 1.001126258,
2191.975424971, 1.001172278,
2191.995856614, 1.001128659,
2192.016288157, 1.001089942,
2192.036719600, 1.001082070,
2192.057151243, 1.000999172,
2192.077582785, 1.000969029,
2192.118445870, 1.000963865,
2192.138877412, 1.001063983,
2192.159308854, 1.000964578,
2192.179740496, 1.000995068,
2192.200172038, 1.000948889,
2192.220603679, 1.001081733,
2192.241035121, 1.001051472,
2192.261466662, 1.000950673,
2192.281898303, 1.000930447,
2192.302329745, 1.000979105,
2192.322761286, 1.000979250,
2192.343192927, 1.000937637,
2192.363624368, 1.000933396,
2192.384055908, 1.000933470,
2192.404487449, 1.000983302,
2192.424918989, 1.000947997,
2192.445350530, 1.000970453,
2192.465782070, 1.000928493,
2192.486213610, 1.000861809,
2192.506645250, 1.001043013,
2192.527076790, 1.000972276,
2192.547508230, 1.000935399,
2192.608802849, 1.000849072,
2192.629234488, 1.000954345,
2192.649666027, 1.000916743,
2192.670097466, 1.000852765,
2192.690529105, 1.000901819,
2192.710960644, 1.000908956,
2192.731392283, 1.000827688,
2192.751823722, 1.000821513,
2192.772255260, 1.000821356,
2192.792686899, 1.000821142,
2192.813118337, 1.000812267,
2192.853981514, 1.000911209,
2192.874412952, 1.000855489,
2192.894844490, 1.000837114,
2192.915276127, 1.000761849,
2192.935707565, 1.000727427,
2192.956139103, 1.000565900,
2192.976570740, 1.000746653,
2192.997002177, 1.000680763,
2193.017433815, 1.000780689,
2193.037865352, 1.000702071,
2193.058296889, 1.000735317,
2193.099159963, 1.000747871,
2193.119591399, 1.000710911,
2193.140023036, 1.000719575,
2193.160454573, 1.000654690,
2193.180886009, 1.000827591,
2193.201317645, 1.000642387,
2193.221749181, 1.000577316,
2193.242180818, 1.000634552,
2193.262612253, 1.000642598,
2193.283043789, 1.000638450,
2193.303475425, 1.000889789,
2193.344338396, 1.000773112,
2193.364770032, 1.000618225,
2193.385201467, 1.000824398,
2193.405633002, 1.000619129,
2193.426064638, 1.000631814,
2193.446496073, 1.000647982,
2193.466927608, 1.000558343,
2193.487359242, 1.000627633,
2193.507790777, 1.000715101,
2193.528222312, 1.000713310,
2193.548653846, 1.000653786,
2193.589516915, 1.000728587,
2193.609948449, 1.000745091,
2193.630379983, 1.000650391,
2193.650811617, 1.000725383,
2193.671243051, 1.000916281,
2193.691674585, 1.000759128,
2193.712106219, 1.000894719,
2193.732537653, 1.000690222,
2193.752969186, 1.000786982,
2193.773400720, 1.000756001,
2193.793832253, 1.000756038,
2193.834695319, 1.000647045,
2193.855126852, 1.000816871,
2193.875558485, 1.000785015,
2193.895989918, 1.000732817,
2193.916421451, 1.000668138,
2193.936853084, 1.000840464,
2193.957284516, 1.000875356,
2193.977716049, 1.000761591,
2193.998147681, 1.000913109,
2194.018579113, 1.000754931,
2194.039010746, 1.000810077,
2194.079873810, 1.000694584,
2194.100305342, 1.000854657,
2194.120736873, 1.000741437,
2194.141168405, 1.000912787,
2194.161600037, 1.000798479,
2194.182031468, 1.000841063,
2194.202463000, 1.000841894,
2194.222894631, 1.000774494,
2194.243326062, 1.000956506,
2194.263757594, 1.000844980,
2194.284189225, 1.000962437,
2194.304620656, 0.997650804,
2194.325052287, 0.992129356,
2194.345483817, 0.992124109,
2194.365915248, 0.997628765,
2194.386346879, 1.000852723,
2194.406778309, 1.000800957,
2194.427209840, 1.000897555,
2194.447641470, 1.000874363,
2194.468072900, 1.000972408,
2194.488504430, 1.000932691,
2194.508936060, 1.000957753,
2194.570230650, 1.001077480,
2194.590662180, 1.000972311,
2194.611093710, 1.000969521,
2194.631525239, 1.000939086,
2194.651956769, 1.000961312,
2194.672388398, 1.001108169,
2194.692819827, 1.001195649,
2194.713251357, 1.001134734,
2194.733682986, 1.001209277,
2194.815409001, 1.001123288,
2194.835840630, 1.001117456,
2194.856272159, 1.001182242,
2194.876703587, 1.001154632,
2194.897135216, 1.001293903,
2194.917566744, 1.001392352,
2194.937998172, 1.001249530,
2194.958429801, 1.001264557,
2194.978861329, 1.001248858,
2195.019724385, 1.001263352,
2195.081018968, 1.001185081,
2195.101450496, 1.001255941,
2195.121882023, 1.001331703,
2195.142313551, 1.001363356,
2195.162745078, 1.001307874,
2195.183176606, 1.001288065,
2195.203608133, 1.001273447,
2195.224039660, 1.001403959,
2195.244471287, 1.001288711,
2195.264902714, 1.001208421,
2195.285334341, 1.001339632,
2195.305765868, 1.001231666,
2195.326197295, 1.001277116,
2195.346628921, 1.001312934,
2195.367060448, 1.001308339,
2195.387491875, 1.001447005,
2195.428355027, 1.001297052,
2195.448786454, 1.001282720,
2195.510081232, 1.001398329,
2195.550944184, 1.001407124,
2195.571375810, 1.001316205,
2195.591807236, 1.001327086,
2195.612238761, 1.001370021,
2195.632670387, 1.001382973,
2195.653101813, 1.001421019,
2195.673533338, 1.001383524,
2195.714396489, 1.001474201,
2195.734828014, 1.001511847,
2195.755259539, 1.001450101,
2195.796122590, 1.001494533,
2195.816554115, 1.001423330,
2195.836985539, 1.001473364,
2195.857417164, 1.001339469,
2195.877848689, 1.001553302,
2195.898280114, 1.001504453,
2195.918711738, 1.001581072,
2195.939143263, 1.001490767,
2195.959574888, 1.001467217,
2195.980006312, 1.001526897,
2196.000437836, 1.001506011,
2196.041300885, 1.001520299,
2196.061732409, 1.001418659,
2196.082164033, 1.001336933,
2196.102595457, 1.001471103,
2196.123026981, 1.001549886,
2196.143458605, 1.001539322,
2196.163890029, 1.001544738,
2196.184321553, 1.001559747,
2196.204753176, 1.001572315,
2196.225184700, 1.001539297,
2196.245616223, 1.001575352,
2196.286479270, 1.001405413,
2196.306910794, 1.001533803,
2196.327342317, 1.001563525,
2196.347773840, 1.001511277,
2196.368205463, 1.001631108,
2196.388636887, 1.001644537,
2196.409068410, 1.001518692,
2196.429499933, 1.001597072,
2196.449931456, 1.001586506,
2196.470363078, 1.001530298,
2196.531657647, 1.001612268,
2196.552089069, 1.001528097,
2196.572520592, 1.001550242,
2196.592952214, 1.001588917,
2196.613383637, 1.001564289,
2196.633815159, 1.001532714,
2196.654246781, 1.001510315,
2196.674678204, 1.001477116,
2196.695109826, 1.001598625,
2196.715541348, 1.001503453,
2196.776835914, 1.000998046,
2196.797267436, 0.995347643,
2196.817698958, 0.992343851,
2196.838130479, 0.994439609,
2196.858562001, 1.000683935,
2196.878993623, 1.001532430,
2196.899425044, 1.001541528,
2196.919856666, 1.001433297,
2196.940288188, 1.001460510,
2196.960719609, 1.001550180,
2197.022014173, 1.001511014,
2197.042445794, 1.001526325,
2197.062877315, 1.001711400,
2197.083308737, 1.001672362,
2197.103740358, 1.001568973,
2197.124171879, 1.001481343,
2197.144603499, 1.001619514,
2197.165034920, 1.001553690,
2197.185466341, 1.001427736,
2197.205897962, 1.001612656,
2197.226329483, 1.001545167,
2197.267192524, 1.001596500,
2197.287624045, 1.001638716,
2197.308055565, 1.001534868,
2197.328487086, 1.001604265,
2197.348918606, 1.001649247,
2197.369350227, 1.001543337,
2197.389781747, 1.001591345,
2197.410213167, 1.001594955,
2197.430644787, 1.001626008,
2197.451076308, 1.001576578,
2197.471507728, 1.001632538,
2197.594097048, 1.001531438,
2197.614528468, 1.001575494,
2197.634959987, 1.001590574,
2197.655391607, 1.001699360,
2197.675823027, 1.001668242,
2197.696254546, 1.001680119,
2197.716686166, 1.001661177,
2197.757549105, 1.001737996,
2197.777980724, 1.001807568,
2197.798412144, 1.001747548,
2197.818843763, 1.001759320,
2197.839275182, 1.001589007,
2197.859706802, 1.001613894,
2197.880138321, 1.001666126,
2197.900569740, 1.001785409,
2197.921001259, 1.001858494,
2197.941432878, 1.001772005,
2197.961864397, 1.001733072,
2198.002727435, 1.001775135,
2198.023158954, 1.001872209,
2198.043590473, 1.001684603,
2198.084453511, 1.001874547,
2198.104885129, 1.001876792,
2198.125316548, 1.001975211,
2198.145748067, 1.001845152,
2198.166179685, 1.001810507,
2198.186611104, 1.001936721,
2198.207042622, 1.001833584,
2198.247905659, 1.001952178,
2198.268337278, 1.001904003,
2198.288768796, 1.001852876,
2198.309200215, 1.001876756,
2198.329631833, 1.001845317,
2198.350063351, 1.001808687,
2198.370494869, 1.001813058,
2198.390926388, 1.001910524,
2198.411357906, 1.001939778,
2198.431789424, 1.001944616,
2198.452220942, 1.001820842,
2198.493083978, 1.001756044,
2198.513515496, 1.001894672,
2198.533947014, 1.001942817,
2198.554378532, 1.001882777,
2198.574810050, 1.001915568,
2198.595241568, 1.001859046,
2198.615673186, 1.001834375,
2198.636104603, 1.001916618,
2198.656536121, 1.001859128,
2198.676967739, 1.001998004,
2198.697399157, 1.001964841,
2198.738262292, 1.001926864,
2198.758693710, 1.001991480,
2198.779125327, 1.002074595,
2198.799556845, 1.001983217,
2198.819988262, 1.001877781,
2198.840419880, 1.001916482,
2198.860851397, 1.002061504,
2198.881282814, 1.002086797,
2198.901714432, 1.001901207,
2198.922145949, 1.002049424,
2198.942577566, 1.002077185,
2199.003872118, 1.002127424,
2199.024303636, 1.002143303,
2199.044735053, 1.002144596,
2199.065166670, 1.002031471,
2199.085598187, 1.002142936,
2199.106029704, 1.002271678,
2199.126461221, 1.002061750,
2199.146892738, 1.002072266,
2199.167324255, 1.002179780,
2199.187755772, 1.002295178,
2199.228618806, 1.002841787,
2199.249050323, 1.002107375,
2199.269481740, 1.000012658,
2199.289913357, 0.993871238,
2199.310344874, 0.993088883,
2199.330776490, 0.997641748,
2199.351207907, 1.002093119,
2199.371639424, 1.002246126,
2199.392071041, 1.002251900,
2199.412502457, 1.002133064,
2199.432933974, 1.002136110,
2199.453365591, 1.002176624,
2199.473797007, 1.002160462,
2199.494228524, 1.002303060,
2199.514660141, 1.002235309,
2199.535091557, 1.002286328,
2199.555523174, 1.002245429,
2199.575954690, 1.002209011,
2199.596386207, 1.002327595,
2199.616817723, 1.002264470,
2199.637249240, 1.002310512,
2199.657680756, 1.002085816,
2199.718975306, 1.002269149,
2199.739406922, 1.002232632,
2199.759838338, 1.002173840,
2199.780269955, 1.002280883,
2199.800701471, 1.002200414,
2199.821132887, 1.002259940,
2199.841564504, 1.002159236,
2199.861995920, 1.002164173,
2199.882427436, 1.002333092,
2199.902859053, 1.002214151,
2199.923290469, 1.002294025,
2199.964153601, 1.002295453,
2199.984585017, 1.002235883,
2200.005016634, 1.002358866,
2200.025448150, 1.002243738,
2200.045879566, 1.002261602,
2200.066311182, 1.002397154,
2200.086742698, 1.002226447,
2200.107174214, 1.002252748,
2200.127605730, 1.002196229,
2200.148037246, 1.002186729,
2200.168468862, 1.002212407,
2200.209331795, 1.002220501,
2200.229763411, 1.002232593,
2200.250194927, 1.002232058,
2200.270626343, 1.002228306,
2200.291057959, 1.002226850,
2200.311489475, 1.002241923,
2200.331920890, 1.002175619,
2200.393215638, 1.002199095,
2200.413647054, 1.002253079,
2200.454510186, 1.002104373,
2200.474941602, 1.002150364,
2200.495373118, 1.002135642,
2200.515804634, 1.002180130,
2200.536236150, 1.002138963,
2200.556667666, 1.002240217,
2200.577099181, 1.002239592,
2200.597530697, 1.002303406,
2200.617962313, 1.002260886,
2200.638393729, 1.002259769,
2200.699688276, 1.002225240,
2200.720119792, 1.002162965,
2200.740551408, 1.002108767,
2200.760982824, 1.002228718,
2200.781414340, 1.002159795,
2200.801845955, 1.002200451,
2200.822277471, 1.002118645,
2200.842708987, 1.002242921,
2200.863140503, 1.002223014,
2200.883572019, 1.002165797,
2200.904003634, 1.002099114,
2200.944866566, 1.002210432,
2200.965298182, 1.002072798,
2200.985729597, 1.002257816,
2201.006161213, 1.002021208,
2201.026592729, 1.002151398,
2201.047024145, 1.002197509,
2201.067455761, 1.002091176,
2201.087887276, 1.002106141,
2201.108318692, 1.002154833,
2201.128750308, 1.002136493,
2201.149181824, 1.002138445,
2201.190044855, 1.002060471,
2201.210476371, 1.002111644,
2201.230907887, 1.002054715,
2201.251339402, 1.002342542,
2201.271770918, 1.002110107,
2201.292202434, 1.002080683,
2201.312633950, 1.002108617,
2201.333065466, 1.002087607,
2201.353496981, 1.002058630,
2201.373928497, 1.002039546,
2201.394360013, 1.002001893,
2201.435223045, 1.002102492,
2201.455654660, 1.002141110,
2201.476086176, 1.002049707,
2201.496517592, 1.002084282,
2201.516949208, 1.002019549,
2201.537380724, 1.002131469,
2201.557812139, 1.002113737,
2201.578243755, 1.001982069,
2201.598675271, 1.001973219,
2201.619106687, 1.002078217,
2201.659969819, 1.002018683,
2201.680401435, 1.002064725,
2201.700832850, 1.002013439,
2201.721264366, 1.001987808,
2201.741695982, 1.001864750,
2201.762127398, 0.996950658,
2201.782558914, 0.992977187,
2201.802990530, 0.993922835,
2201.823421946, 1.000270029,
2201.843853562, 1.001984916,
2201.864285078, 1.002081380,
2201.884716494, 1.001940525,
2201.925579526, 1.002027603,
2201.946011042, 1.002054210,
2201.966442658, 1.001998108,
2201.986874174, 1.002025441,
2202.007305590, 1.002066176,
2202.027737206, 1.002079181,
2202.048168722, 1.002025664,
2202.068600238, 1.002109047,
2202.089031754, 1.002041837,
2202.109463270, 1.002075587,
2202.129894886, 1.002012611,
2202.170757818, 1.002136399,
2202.191189435, 1.002061557,
2202.211620851, 1.002100399,
2202.232052367, 1.002047252,
2202.252483983, 1.002030623,
2202.272915399, 1.002061501,
2202.293347016, 1.002065881,
2202.313778532, 1.002083972,
2202.334209948, 1.002084884,
2202.354641564, 1.002072342,
2202.415936113, 1.002111988,
2202.436367630, 1.002047360,
2202.456799246, 1.002035811,
2202.477230662, 1.001974791,
2202.497662179, 1.002068811,
2202.518093695, 1.002049622,
2202.538525211, 1.002234507,
2202.558956728, 1.002119081,
2202.579388244, 1.002146303,
2202.599819761, 1.002084755,
2202.661114311, 1.002109637,
2202.681545927, 1.002211641,
2202.701977444, 1.002116064,
2202.722408860, 1.002236325,
2202.742840477, 1.002182740,
2202.763271994, 1.002239259,
2202.783703410, 1.002096851,
2202.804135027, 1.002152169,
2202.824566544, 1.002313536,
2202.844997960, 1.002246921,
2202.926724128, 1.002183025,
2202.947155645, 1.002204136,
2202.967587261, 1.002215796,
2202.988018678, 1.002204075,
2203.008450195, 1.002215394,
2203.028881812, 1.002264176,
2203.049313229, 1.002302177,
2203.069744846, 1.002263784,
2203.090176363, 1.002446301,
2203.110607880, 1.002337103,
2203.151470915, 1.002239610,
2203.171902432, 1.002347517,
2203.192333949, 1.002347841,
2203.212765466, 1.002297995,
2203.233196983, 1.002258762,
2203.253628501, 1.002517131,
2203.274060018, 1.002137954,
2203.294491635, 1.002349629,
2203.314923053, 1.002327149,
2203.335354570, 1.002325958,
2203.355786188, 1.002377357,
2203.396649122, 1.002318864,
2203.417080740, 1.002344542,
2203.437512157, 1.002309153,
2203.457943675, 1.002295216,
2203.478375293, 1.002279277,
2203.498806710, 1.002284591,
2203.519238328, 1.002330102,
2203.539669846, 1.002282892,
2203.560101263, 1.002280421,
2203.580532881, 1.002368035,
2203.600964399, 1.002435406,
2203.641827435, 1.002331734,
2203.662258953, 1.002533001,
2203.682690570, 1.002706777,
2203.703121988, 1.002307906,
2203.723553506, 1.002361285,
2203.743985124, 1.002489580,
2203.764416643, 1.002415759,
2203.784848061, 1.002469317,
2203.805279679, 1.002463568,
2203.825711197, 1.002446636,
2203.846142615, 1.002359447,
2203.887005752, 1.002412624,
2203.907437270, 1.002328539,
2203.927868788, 1.002542956,
2203.948300207, 1.002473635,
2203.968731825, 1.002484238,
2203.989163344, 1.002463224,
2204.009594762, 1.002445173,
2204.030026381, 1.002448323,
2204.050457899, 1.002430729,
2204.070889318, 1.003520430,
2204.132184074, 1.002574561,
2204.152615493, 1.002504401,
2204.173047012, 1.002594037,
2204.193478631, 1.002454355,
2204.213910050, 1.002517903,
2204.234341569, 1.001120122,
2204.254773188, 0.995058568,
2204.275204707, 0.993207233,
2204.295636226, 0.996671907,
2204.316067745, 1.002272429,
2204.336499264, 1.002567024,
2204.377362303, 1.002443348,
2204.397793822, 1.002544738,
2204.418225341, 1.002452779,
2204.438656861, 1.002509558,
2204.459088380, 1.002418876,
2204.479520000, 1.002464888,
2204.499951419, 1.002476504,
2204.520383039, 1.002592276,
2204.540814458, 1.002528424,
2204.561245978, 1.002532165,
2204.622540537, 1.002511128,
2204.642972157, 1.002353379,
2204.663403577, 1.002375786,
2204.683835197, 1.002395230,
2204.704266717, 1.002420954,
2204.724698137, 1.002355501,
2204.745129757, 1.002362553,
2204.765561277, 1.002218566,
2204.785992698, 1.002436970,
2204.806424318, 1.002434108,
2204.826855838, 1.002405157,
2204.867718879, 1.002355931,
2204.888150399, 1.002293241,
2204.908582020, 1.002439721,
2204.929013540, 1.002222728,
2204.949444961, 1.002240918,
2204.969876582, 1.002314919,
2204.990308102, 1.002240325,
2205.010739523, 1.002360784,
2205.031171144, 1.002149769,
2205.051602665, 1.002265089,
2205.072034086, 1.002382016,
2205.112897228, 1.002209682,
2205.133328849, 1.002116348,
2205.153760270, 1.002189748,
2205.174191791, 1.002234503,
2205.194623312, 1.002056991,
2205.215054834, 1.002153271,
2205.235486355, 1.002194134,
2205.255917877, 1.002111949,
2205.276349398, 1.002163590,
2205.296781020, 1.002036475,
2205.317212441, 1.002059665,
2205.358075584, 1.001961874,
2205.378507006, 1.001952142,
2205.398938528, 1.002018024,
2205.419370150, 1.001983071,
2205.439801572, 1.001926061,
2205.460233094, 1.001971859,
2205.480664716, 1.002052802,
2205.501096238, 1.001993818,
2205.521527760, 1.002064537,
2205.541959282, 1.001992297,
2205.562390805, 1.001933904,
2205.603253849, 1.001830616,
2205.623685372, 1.001798508,
2205.644116994, 1.001681021,
2205.664548417, 1.001588040,
2205.684979940, 1.001687268,
2205.705411562, 1.001731408,
2205.725842985, 1.001713343,
2205.746274608, 1.001645100,
2205.766706131, 1.001801936,
2205.787137554, 1.001781260,
2205.807569177, 1.001605508,
2205.848432123, 1.001573308,
2205.868863746, 1.001605527,
2205.889295269, 1.001482153,
2205.909726793, 1.001399016,
2205.930158316, 1.001557861,
2205.950589740, 1.001610311,
2205.971021363, 1.001479328,
2205.991452887, 1.001507273,
2206.011884410, 1.001504716,
2206.032315934, 1.001497830,
2206.052747458, 1.001493810,
2206.114042030, 1.001490027,
2206.134473654, 1.001421754,
2206.154905178, 1.001395081,
2206.175336602, 1.001479298,
2206.195768226, 1.001364169,
2206.216199751, 1.001498860,
2206.236631175, 1.001469346,
2206.257062800, 1.004901039,
2206.338788898, 1.001318898,
2206.359220523, 1.001195689,
2206.379651948, 1.001205175,
2206.400083473, 1.001377481,
2206.420515098, 1.001207929,
2206.440946523, 1.001259717,
2206.461378048, 1.001145241,
2206.481809674, 1.001135164,
2206.502241099, 1.001684494,
2206.522672724, 1.004642422,
2206.543104250, 1.005628635,
2206.583967301, 1.001106473,
2206.604398727, 1.001050482,
2206.624830252, 1.001070234,
2206.645261878, 1.001114315,
2206.665693304, 1.001101974,
2206.686124830, 1.001122006,
2206.706556456, 1.000964559,
2206.726987982, 0.999258120,
2206.747419509, 0.996062955,
2206.767851035, 0.996735932,
2206.788282561, 1.001151686,
2206.829145614, 1.001129773,
2206.849577141, 1.000963806,
2206.870008767, 1.000940053,
2206.890440194, 1.001048032,
2206.931303348, 1.001149608,
2206.951734775, 1.000997919,
2206.972166402, 1.000962149,
2206.992597929, 1.000917966,
2207.013029356, 1.001003402,
2207.033460984, 1.000981744,
2207.074323939, 1.001028103,
2207.094755566, 1.000955706,
2207.115187094, 1.001005463,
2207.135618721, 1.001040661,
2207.156050149, 1.000939804,
2207.176481677, 1.001061397,
2207.196913305, 1.001057816,
2207.217344733, 1.001012067,
2207.237776261, 1.000994533,
2207.258207789, 1.001024190,
2207.278639418, 1.001064245,
2207.319502474, 1.001109020,
2207.339933903, 1.001066472,
2207.360365532, 1.001031834,
2207.380797060, 1.001000884,
2207.401228489, 1.001288871,
2207.421660118, 1.001075587,
2207.442091647, 1.001050865,
2207.462523076, 1.001105288,
2207.503386234, 1.001224420,
2207.523817864, 1.001115747,
2207.564680822, 1.001200033,
2207.585112452, 1.001173426,
2207.605543882, 1.001137371,
2207.625975411, 1.001254619,
2207.646407041, 1.001243199,
2207.666838471, 1.001195109,
2207.687270001, 1.001325897,
2207.707701631, 1.001317852,
2207.728133061, 1.001399838,
2207.748564692, 1.001373516,
2207.768996222, 1.001391365,
2207.809859283, 1.001350239,
2207.830290814, 1.001323547,
2207.850722344, 1.001303173,
2207.871153875, 1.001356610,
2207.891585406, 1.001388328,
2207.912016937, 1.001373037,
2207.932448468, 1.001420639,
2207.952879999, 1.001453053,
2207.973311530, 1.001517345,
2207.993743062, 1.001540140,
2208.014174593, 1.001585121,
2208.055037656, 1.001637691,
2208.075469188, 1.001501501,
2208.095900820, 1.001580004,
2208.116332252, 1.001489981,
2208.136763884, 1.001599036,
2208.157195416, 1.001571052,
2208.177626848, 1.001618436,
2208.198058481, 1.001566757,
2208.218490013, 1.001652109,
2208.238921445, 1.001665233,
2208.259353078, 1.001694736,
2208.300216043, 1.001648906,
2208.320647676, 1.001652801,
2208.341079209, 1.001848031,
2208.361510842, 1.001752961,
2208.381942276, 1.001732973,
2208.402373809, 1.001783448,
2208.422805442, 1.001779947,
2208.443236876, 1.001756451,
2208.463668409, 1.001873544,
2208.484100043, 1.001774706,
2208.504531577, 1.001819977,
2208.545394644, 1.001594111,
2208.565826178, 1.001658665,
2208.586257713, 1.001718067,
2208.606689247, 1.001734139,
2208.627120681, 1.001718127,
2208.647552316, 1.001868433,
2208.667983850, 1.001822314,
2208.688415285, 1.001885660,
2208.708846920, 1.001914721,
2208.729278455, 1.001863986,
2208.749710090, 1.001855875,
2208.790573060, 1.001644800,
2208.811004695, 1.001775346,
2208.831436130, 1.001703430,
2208.851867666, 1.001744683,
2208.872299302, 1.001730155,
2208.892730737, 1.001794242,
2208.913162373, 1.001747770,
2208.933593909, 1.001647673,
2208.954025345, 1.001759824,
2208.974456981, 1.001621971,
2208.994888517, 1.001820725,
2209.056183127, 1.001783070,
2209.076614663, 1.001886031,
2209.097046200, 1.001681822,
2209.117477737, 1.001817835,
2209.137909374, 1.001735651,
2209.158340911, 1.001821182,
2209.178772348, 1.001758464,
2209.199203985, 1.001233666,
2209.219635523, 0.995198869,
2209.240066960, 0.992645492,
2209.280930036, 1.001023029,
2209.301361674, 1.001785997,
2209.321793211, 1.001883498,
2209.342224650, 1.001898989,
2209.362656288, 1.001757377,
2209.383087826, 1.001830119,
2209.403519264, 1.001859565,
2209.423950903, 1.001920067,
2209.444382442, 1.001997399,
2209.464813880, 1.001795213,
